Sentence,Label
UAE says Emirates pilots did not monitor settings in 2016 crash,neutral
Pinterest shares jump as company issues early Q1 guidance,positive
When Will Amarin Stock Sell-Off Be Over?,neutral
Baird returns to Wingstop bull camp,positive
Hedge Funds Are Betting On Aduro BioTech Inc (ADRO),positive
- United States Lime & Minerals declares $5.35 dividend,neutral
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,positive
+7% in pm (BLOG IDEA). Breaking out of the bullish flag that i mentioned several times last week.,positive
"Stock Performance Summary :: Intercontinental Exchange, Inc., (NYSE: ICE) - Times Of New York",neutral
Babe Ruth's 500th Home Run Bat Sells for More Than $1 Million,neutral
Afya -3.4% on offering of class A common shares,negative
Coca-Cola warns of losses tied to slowing global growth,negative
Norway's central bank governor warns politicians against meddling too much with the country's massive sovereign wea…,neutral
"Power Rankings: Chicken clash, Crocs comeback & end zone exec — top moments from the week",neutral
IntercontinentalExchange declares $0.30 dividend,neutral
- Saudis take stake in Carnival Corp. - shares up 27%,positive
Stock-index futures turn lower,negative
"A disclaimer from the fast food company says the burger is ""not vegetarian due to our cooking method,"" with the pat…",neutral
Visa cuts jobs after lower household savings,negative
"Stocks making the biggest moves after hours: ServiceNow, Alliance Data, AMC Entertainment & more",neutral
From the Beltway to Bondi — Our  employees around the world are committed to hours of service with…,neutral
Boeing to suspend 737 Max production in January,negative
WeWork set to lay off thousands - NYT,negative
News Highlights : Top Company News of the Day #NewsHighlights #economy #MarketScreener,neutral
Sierra Oncology +10% premarket on launching late-stage Momentum trial,positive
Analysts remain divided on Costco after the latest GDP report,neutral
Expect A Weaker Dollar In 2020. Read more and sign up for updates:  #economy #stockmarket #trading,negative
Gold Edges Lower With Investors Eyeing Economic Data #Silver #Stock #MarketScreener,negative
"Should You Be Worried About Mistras Group, Inc.'s (NYSE:MG) 1.5% Return On Equity?",neutral
"Travel Restrictions Won't Help Contain Virus, Johns Hopkins' Nuzzo Says",neutral
"UBS Upgrades Hasbro As Stock Price Bakes In Tariffs, Slow Holiday",positive
CME declares $0.85 dividend,neutral
IBM Has Its Head In The Clouds,neutral
One Thing’s for Sure About Iowa—New Hampshire Is Next,neutral
ECB's new chief Christine Lagarde has a deal for bank policymakers - cut out the open dissent and she'll spend more...,neutral
"#NYGiants  I'm sure the Giants defense will make Trubisky look like Tom Brady today, It's sad to watch",neutral
"Newspaper fights Warner Bros, 'Richard Jewell' over depiction of reporter trading sex for a scoop",negative
NVIDIA : GPU-Powered Semi Simulation Snags Coveted Research Award #NVIDIA #Stock #MarketScreener…,positive
"House Democrats are starting to compress weeks of depositions, documents and testimony into a report almost certain…",neutral
"China is the enemy' on trade, not Trump' — Cramer blasts media over love of Chinese leader Xi",neutral
"- New York Community Bancorp, Inc. 2019 Q4 - Results - Earnings Call Presentation.  #business #markets #finance",neutral
2 Best Cannabis Stocks to Buy in February,neutral
How Did Last Week's IPOs Perform?,neutral
Utilities Down As Treasury Yields Rise -- Utilities Roundup #economy #MarketScreener,negative
Amazon Continues to Make Stealth Moves Into Healthcare,neutral
"""In 10 years from now, investors will be looking at & evaluating #ESG scoring as a part of the overall performance…",neutral
Philip Morris International Inc. Reports 2019 Fourth-Quarter & Full-Year Results,neutral
Investors await data on moderate wage growth,neutral
What is a Litecoin halving?,neutral
Malaysia's Mahathir clarifies comments on AirAsia,neutral
- Piraeus Bank reports Q3 results,neutral
California governor rejects $13.5 billion PG&E settlement,negative
House passes first part of spending package to avert shutdown,neutral
Should You Investigate STERIS plc (NYSE:STE) At US$149?,neutral
- ConocoPhillips seeking sales of Alaska assets - report,neutral
Credit Suisse faces £68m lawsuit from banker arrested in Romania,negative
The Lasting Toll of a Deadly Virus,neutral
Fresh tensions over USMCA enforcement?,neutral
: Market Briefing: Broad-based relief rally,positive
Treasury yields hold rise after housing starts,negative
How Many The Clorox Company (NYSE:CLX) Shares Do Institutions Own?,neutral
"What's a country's most valuable resource?  says it's you, dear reader  via",neutral
Starbucks +2% after JPMorgan lift,positive
Indonesia’s Jokowi Warns of Economic Calamity From Forest Fires,neutral
"Monetary Policy Statement - March 24, 2020 (24.03.2020) #Stock #MarketScreener",neutral
Corporate venture capital deals hit new record as banks invest in fintech competitors,positive
EIA Petroleum Status Report is due in 5 minutes.,neutral
Avery Dennison buys Smartrac’s RFID inlay business for €225M,neutral
Watch Fed Chairman Jerome Powell's news conference live,neutral
This Pig Farmer Is The World’s Fastest-Rising Billionaire,neutral
AECOM recognized with national award for U.S. Federal small business program excellence,positive
"Bilibili EPS beats by $0.01, beats on revenue",positive
Applied DNA Sciences +6% premarket on FQ1 results,positive
Cannabis producer Curaleaf revenue tops analyst expectations,positive
LiveWorld reports Q3 results,neutral
ADMA Biologics down 9% premarket after pricing equity offering,negative
Fmr. White House advisor says Trump will slap tariffs on China in December,negative
Treasury yields pare decline after January jobs report,positive
Exxon raises full-year guidance after strong consumer demand,positive
"Snap CEO Evan Spiegel Talks TikTok, Politics And Earnings",neutral
Malaysia will return 42 containers of illegal plastic waste to the U.K.,neutral
Funds Look to Take Down New Zealand Dollar After Runaway Gains,negative
MSC Confirms Soren Toft Will Become Chief Executive Officer,neutral
LISTEN NOW: Ginni Rometty is stepping down as CEO of IBM. Listen and subscribe to the Squawk Pod podcast by...,neutral
"- Parsley willing to cut oil production 20% if deal reached, CEO says",neutral
Another bridge has collapsed in Italy,neutral
- A Segment Of Junk Bonds Signals Stress. Continue reading:  #stockmarket #investing #trading,negative
"How Does Investing In Seres Therapeutics, Inc. (NASDAQ:MCRB) Impact The Volatility Of Your Portfolio?",neutral
DelMar Pharmaceuticals Presents Positive Interim Data of VAL-083 Demonstrating Favorable Outcomes...…,positive
How Many Reliance Communications Limited (NSE:RCOM) Shares Do Institutions Own?,neutral
Snap shares jump 1.8% after JMP upgrades to outperform on upbeat expectations for user growth,positive
US Forces Attack Boats Caught Smuggling Oil To Syrian Government,neutral
How Should Investors React To Poxel SA's (EPA:POXEL) CEO Pay?,neutral
CVC/European football: round numbers,neutral
Record oil production cut hangs in the balance as G20 meeting concludes with no specifics,neutral
Tough road seen for LaCroix,neutral
China's house price growth to hit five-year low in 2020 - Reuters poll #economy #MarketScreener…,negative
"Kudlow Claims Fed Still Has ""Ultimate Bazooka""",neutral
The second mouse gets the cheese,neutral
(+0.4% pre) Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Microsoft  - Reuter…,negative
Merkel Party Chief Faces Deepening Divide Over Far Right Episode,neutral
"Ruth Bader Ginsburg released from hospital, ‘doing well’",neutral
Stephen Poloz to step down as Bank of Canada governor,neutral
"As of 11pm tonight, Britain will have left the EU. Read this by  from the FT archives: Brexit's 'do...",neutral
Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener,negative
HKScan Corporation: SHARE REPURCHASE 25.11.2019 #Stock #MarketScreener,neutral
Why Carnival Stock Lost 14% in January,negative
Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia,positive
"TD Ameritrade stockholders would get 1.0837 Schwab shares for each TD Ameritrade share, representing a 17% premium.",neutral
(+5.6% pre) LVMH aims to restore Tiffany's sparkle with $16.2 billion takeover - Reuters,positive
- POSCO: Taking Patent Dynamics Into Account. Keep reading:  #markets #economy #finance,neutral
Boeing supplier Spirit slashes dividend due to 737 MAX crisis,negative
"Is Alamo Group, Inc. (ALG) A Good Stock To Buy?",neutral
USD/JPY Forecast: USD to Consolidate Against JPY - DailyForex.com,positive
Spectacular Solar reports Q3 results,neutral
"Namibia has its first woman presidential candidate. Meet Esther Muinjangue, the first elected female leader of a po…",neutral
Reebok joins plant-based trend with vegan sneakers,neutral
Snap-on Announces Fourth Quarter and Full Year 2019 Results,neutral
NovaBay launches NovaSight daily vitamin on Amazon.com; shares up 21% premarket,positive
Here are the biggest stories from Bloomberg News today,neutral
McEwen Mining plans stock offering; size not disclosed,neutral
Beam Therapeutics prices upsized IPO at $17,neutral
Markets remain steady ahead of evolving trade policy,neutral
Supreme Court won't give Adnan Syed new trial in 'Serial' podcast murder case,neutral
"Household debt jumps the most in 12 years, Federal Reserve report saysÂ",negative
Edited Transcript of CTK.N earnings conference call or presentation 18-Nov-19 1:00pm GMT,neutral
"Mild weather boosts U.S. job growth in January, but momentum slowing",neutral
Nearly half of millennials withdraw from their 401K: Survey,neutral
"Aline Sara, CEO of  is the latest to take our 30 second challenge. The big question: how can the private…",neutral
Hong Kong’s anti-government demonstrations have exposed deep schisms within the territory’s Catholic church. ‘We ar…,neutral
"""Tell your parents not to get their opinions on Facebook,""  says",neutral
- Cowen sees upside in TENB's Indegy purchase,positive
"Coronavirus update: China toll skyrockets, but markets calm amid government cash infusion",neutral
Lyft breaks out ahead of earnings as ride sharing sentiment improves (LYFT),positive
: Market Briefing: Market still riding hope of COVID-19 plateauing,positive
What is the age of the ‘Instagram face’?,neutral
Luckin Coffee stock sinks after anonymous report alleges fraud,negative
Tesla stock rises on Shanghai factory optimismÃ¢â‚¬â€what to watch now  (via ),positive
LHV : Loans of existing Danske Bank clients were transferred to LHV Pank #LHV #Stock #MarketScreener…,neutral
China suspends planned tariffs scheduled for December 15 on some U.S. goods,positive
Exclusive: China's BAIC raising Daimler stake to unseat Geely as top shareholder - sources,neutral
"- Palladium Should Fall Soon, Why This Could Be Important For Gold.  #investing #economy #finance",negative
If You Like EPS Growth Then Check Out John Bean Technologies (NYSE:JBT) Before It's Too Late,neutral
"The El Paso, Texas Walmart where 22 people were killed has finally reopened #ElPasoStrong",neutral
Did Infinera's (NASDAQ:INFN) Share Price Deserve to Gain 75%?,neutral
Edited Transcript of TTMI earnings conference call or presentation 30-Oct-19 8:30pm GMT,neutral
Lumentum initiated as positive at Susquehanna,positive
Boeing : Deliveries 24 Jets in November #Boeing #Stock #MarketScreener,positive
"It's not just 'orange man bad.' For Dems, 'white man bad,' too - American Thinker",neutral
Q1 Earnings Outlook For Tyson Foods,neutral
Boris Johnson’s Conservatives are proposing to spend an extra 1 pound for every 6 pledged by Jeremy Corbyn‘s Labour…,neutral
"Caterpillar Inc.'s 2020 profit outlook trailed analysts' estimates, with the heavy-equipment saying continued econo...",negative
U.S. House Democrats claim victory in revamping U.S.-Mexico-Canada trade pact #economy #MarketScreener…,neutral
Openview hoping to up fund size again in rapid return to capital raising,neutral
China Recycling completes warrant exchange offer,neutral
"Does Your Retirement Portfolio Hold These 3 Mutual Fund Misfires? - February 07, 2020",neutral
"The longer you wait to save, the more it will cost you in the long run. Here’s how much you need to start saving ri…",neutral
58.com +3.5% after upside Q3,positive
"Level of interest in 
VWAP from the IPO",neutral
The high in WTI in September following the drone strikes on Saudi oil facilities was 63.40.  Crude oil right now is at 63.38.,positive
- Plus500 rockets 40% as revenue soars nearly 500% in Q1,positive
Here's Why Sino-Ocean Group Holding (HKG:3377) Has A Meaningful Debt Burden,neutral
New drugs contribute to AbbVie's upbeat 2020 view; shares hit year-high,positive
"Kemper EPS beats by $0.04, beats on revenue",positive
Tom Brady is struggling — is it time for him to revisit that Wall Street gig?,neutral
- Eaton Vance Floating Rate Income Trust declares $0.0840 dividend,neutral
Good news/bad news: Economic data agrees with the Fed,neutral
DPW reaches agreement with a family office to resolve debt previously in default,neutral
UPDATE 1-Emirates announces $16 bln order for 50 Airbus A350 planes,neutral
": La Jolla Pharm President/CEO George Tidmarsh, M.D., Ph.D., leaves the company to pursue other interests",neutral
Edited Transcript of IWSY earnings conference call or presentation 12-Nov-19 9:30pm GMT,neutral
"“You can’t contradict that these numbers are the best numbers of our lives,” ’s  said in r…",neutral
John Major gives his backing to Tory rebel candidates,neutral
"LSU Quarterback Joe Burrow Wins Heisman Trophy, AP Reports",neutral
The Impending End Of A Mania,neutral
3 Reasons OrganiGram Should Bounce Back Big Time in 2020,neutral
"😷 Children will experience more health problems like diarrhea than their parents as a result of global warming, acc…",neutral
"WeWork names new executives, path to profitability by 2023: report",neutral
"Measles epidemic sweeping through Samoa continues to worsen with the death toll rising to 25, all but one of them y…",neutral
Twitter stock price target raised to $36.50 from $34.50 at Wedbush,positive
Chubb to purchase additional 15.3% stake in Huatai Insurance,neutral
Better Buy: AT&T vs. Verizon,neutral
CTS : Announces Nomination of Ye Jane Li for Election to its Board of Directors #CTS #Stock #MarketScreener…,neutral
Fourth-quarter U.S. productivity rises 1.4%,positive
"Energy names lag on lower commodity prices for oil, gas",negative
Nokia Shares Surge As Q4 Earnings Beat Analyst Estimates,positive
"SLS, CPST, I, QD and CGIX among midday movers",neutral
"If you're worried, instead of ringing the doomsday bells, start getting ready",neutral
Here’s the latest on the 2020 presidential race and what to watch today 🇺🇸,neutral
"- Okta, Inc. (OKTA) CEO Todd McKinnon on Q3 2020 Results - Earnings Call Transcript. Read more:…",neutral
Performance Food Group Company to Participate in the 2020 CAGNY Conference,neutral
FDA accepts Bioepis' application for Avastin biosimilar,positive
Gulf Arabs Take Fitful Steps to End Qatar Rift as Iran Looms,neutral
Vote of confidence for 737 MAX as orders inked in Dubai,neutral
SocGen Pledges Higher Returns After Dropping Profit Target,neutral
- Hovnanian Enterprises leads industrial gainers; losers none,neutral
- EVI reports Q2 results,neutral
- Xeris Pharma launches equity offering; shares down 3% after hours,negative
Pound Remains Lower as Poll Shows U.K. Debate Was Almost a Tie,negative
Ford warns of losses tied to weaker consumer demand,negative
EBay +6% after selling StubHub,positive
Comfort Systems USA Announces Acquisition,neutral
China's Need To Import LNG Is Slowing Down.  #stocks #stockmarket #trading,positive
New York Mortgage estimates year-end BV at $5.77-$5.79 per share,neutral
Analysts upgrade GM after strong holiday sales,positive
Interactive Brokers : Offering Fractional Share Trading Broker broadening access to more e... #InteractiveBrokers…,neutral
Why Profits From Amazon's Cloud Business Could Be About to Soar,positive
Goldman Sachs explores options related to uncertain rate policy,neutral
- Brooks Automation (BRKS) Investor Presentation - Slideshow. Get more updates here:,neutral
"""Never, ever use a debit card,"" warns fraud expert and ex-con artist. (via )",neutral
"⚡️ Iman, the last Sumatran rhinoceros in Malaysia, has died at 25 after succumbing to cancer",neutral
Intel director acquires $5M in shares,neutral
"Abiomed EPS beats by $0.03, misses on revenue",neutral
GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl…,negative
Ellington Residential Mortgage REIT Reports Fourth Quarter 2019 Results,neutral
Publicis Groupe (EPA:PUB) Has A Pretty Healthy Balance Sheet,positive
"""We are only scraping the surface."" The British inventor who built his own 'Iron Man'-style suit has doubled the s…",neutral
H&P downgraded at Argus as drilling industry weakness seen persisting,negative
"More Is Needed To Break Through: McDonald’s Corporation (MCD), ADT Inc. (ADT) - TechnoRecorder",neutral
- B. Riley prices upsized $115M offering of notes,neutral
Shopin CEO pleads guilty to two counts of fraud,neutral
China likely considering disaster clause in Phase 1 deal with U.S.: Global Times,neutral
"Tapestry, Inc. Strengthens Leadership Team with Key Executive Appointments",neutral
: Intercept Pharma announces FDA acceptance of New Drug Application for obeticholic acid seeking accelerated...,positive
Hancock Capital collects $380m for sixth mezzanine fund to follow debut co-invest vehicle close,neutral
AutoZone has benefited from a variety of factors such as a healthy U.S. consumer and more older vehicles on the road,positive
BP's downstream boss Erginbilgic to leave next month,neutral
"A Week In North Florida On A $24,960 Salary",neutral
"Should You Be Excited About PulteGroup, Inc.'s (NYSE:PHM) 18% Return On Equity?",neutral
"The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild recession""…",negative
Fed: Powell stressed policy dependent on incoming information,neutral
"- Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks",positive
Stock Market Update: Facebook seeing increased buying interest,positive
Boeing board meets as company considers 737 MAX production changes,neutral
Fox Says Super Bowl Ads Sold Out at Record $5.6 Million Each,neutral
Money-Supply Growth Accelerates To 28-Month High. Get more info on Seeking Alpha:  #markets #finance #stocks,neutral
Best Income Ideas From Around The Web: November 25 Edition. Subscribe to Seeking Alpha for more:…,neutral
Is Clean Energy Fuels Corp (CLNE) A Good Stock To Buy?,neutral
These Stocks Could Bounce High in January and Beyond,neutral
Discount Brokers Rise on Schwab/TD Ameritrade Deal #InteractiveBrokers #Stock #MarketScreener…,positive
"Before the coronavirus struck, U.S. job openings stood at nearly 7 million",neutral
banking stocks slide following weaker consumer demand,negative
General Motors to invest $1.5 billion in Missouri plant,neutral
Why This Acquisition Could Be Huge for Collegium Pharma,positive
Kellogg sees 2020 adj. currency-neutral EPS down 3%-4%,negative
"Karvy Case: SAT Asks SEBI To Hear Axis Bank’s Plea, Pass Order Within 15 Days",neutral
- Vonage Holdings (VG) Investor Presentation - Slideshow. Sign up for updates on Seeking Alpha!…,neutral
- Tailored Brands: Crumpled Quarter Expected But Everything Will Smooth Out. Follow this and any other stock…,neutral
"Is Arcus Biosciences, Inc. (NYSE:RCUS) A Good Stock To Buy?",neutral
OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha:,positive
"Irish PM Varadkar Set to Lose Power, Betting Odds Signal",neutral
Japan Finds 41 More Virus Cases on Cruise Ship,neutral
shhh..Muddy probably already covered.,neutral
"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",negative
"3 key pillars to ensure school infrastructure planning factors in disaster preparedness and resilience: 

🏫Resilien…",neutral
QEP Resources Completes Redemption of Its 6.8% Senior Notes Due 2020,neutral
NortonLifeLock stock price target cut to $18 from $25 at Deutsche Bank,negative
Here's How Much It Costs Parents to Have Adult Kids Living at Home,neutral
Oil held near $50 a barrel in New York on signs that OPEC and its allies probably won't go ahead with a much-touted…,positive
Stock Market Update: Futures point to lower open amid more trade noise; Target and Lowe's rise,negative
Is iQiyi Stock a Breakout Buy Right Now?,neutral
GE taps Maersk's Carolina Dybeck Happe as new CFO,neutral
Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in…,negative
Maurice Lévy says his starting point at WeWork is to stem 'the flow of bad news' and refocus efforts on the core bu…,neutral
(+1.0% pre) Akcea and Ionis  launch late-stage AKCEA-TTR-LRx study - SA,positive
Ansys stock price target raised to $265 from $235 at Benchmark,positive
Toyota Credit Selling Year's First U.S. Company Green Bond,neutral
The Unspoken Truth: What Impeachment Exposed About Trump and 2020,neutral
Tencent In Talks to Form Consortium for Universal Music Group Stake,neutral
Will Second-Hand Sales Add Value to Nordstrom?,neutral
Bill De Blasio Says New York City Must Tackle Affordability Crisis,neutral
JPMorgan under the microscope for metals spoofing,negative
"No, Boeing Isn’t Ruining Trump's 3% Growth Target",neutral
Saudi Arabia's Unemployment Falls to Lowest in Over Three Years,positive
Christine Lagarde Can Face Down the ECB Skeptics,neutral
"Stock Market 2020: Goldman presents a gloomy ‘unified government’ scenario
 by",negative
Svante and Chevron Technology Ventures Launch Study for Carbon Capture Pilot Unit,neutral
- SIVR Weekly: Spec Short-Covering More Than Offsets ETF Profit-Taking. Keep reading:,neutral
"""We Totally Failed As A Business"": Unicorn Scooter Impales Investors After Company Goes Hooves-Up",negative
"Watch: Trump speaks on human trafficking amid coronavirus outbreak, impeachment trial",neutral
WTF???? Trey Gowdy? bad hair day?,neutral
How Much Have Harley-Davidson’s Shipments Fallen Since 2014?,neutral
What the general election could mean for the pound  by,neutral
Did Hedge Funds Drop The Ball On GNC Holdings Inc (GNC) ?,neutral
Twitter's Q4 Earnings Preview,neutral
Two-Year-Old Cloud-Security Startup Clumio Raises $135 Million,neutral
Bristol-Myers earnings rise due to Celgene deal,positive
The No. 1 thing people with fat savings accounts scrimp on that you likely don't,neutral
Apple Averted An iPhone Fiasco With Phase 1 Trade Deal,positive
"Fed Adds $72.8 Billion to Markets, Balance Sheet Moves to $4.07 Trillion--Update #economy #MarketScreener…",neutral
"Despite the Talk of Coal’s Demise, It Still Powers the World",neutral
Ray Dalio isn’t disputing the investment that WSJ reported. But... he is definitely taking issue with the WSJ headl…,neutral
"Dow ends nearly 1,600 points higher on hopes coronavirus peak is near",positive
"""This truck Doesn’t look like a truck I don’t think it’s a truck for me."" One country music star came up with thos…",neutral
L.A.’s First Step in Housing the Homeless Is Counting Them,neutral
Russian manipulators are still abusing Facebook and other platforms. But politics isn't the point.  via,neutral
"Starting next year, jet fuel suppliers in Norway must blend 0.5% of biofuel in all their aviation fuel, a policy th…",neutral
"Dow futures down 30 points, or 0.1%; S&P 500 futures down 5 points, or 0.2%",negative
Kylie Jenner Just Got Even Richer,neutral
Top Insider Buys Highlight for the Week of Dec. 13,neutral
- Strike ends at Teck Resources' Andacollo mine in Chile,neutral
4 Bond ETFs That Earned Morningstar’s Gold Rating,neutral
- Schwab to buy TD Ameritrade in $26B all-stock deal,neutral
CSA Canadian Securities Administrators : Chinese president meets United Russia party delegation #CSA #Stock…,neutral
Africa Capitalworks picks up minority stake in drinks maker Gaselia,neutral
Stocks give up gains. Experts weigh in on the state of the market (via ),negative
Is Grifols (BME:GRF) A Risky Investment?,neutral
Highlight:  Asset Management multi-asset strategist Brian Jacobsen: “Our focus now is more on where are…,neutral
In case you need another reason to delete your Facebook:,negative
Renishaw : Sir David McMurtry awarded James Watt Gold Medal #Renishaw #Stock #MarketScreener,neutral
"Estimating The Fair Value Of Avid Bioservices, Inc. (NASDAQ:CDMO)",neutral
"Royal Caribbean cuts earnings guidance, warns more cruises may be canceled amid coronavirus uncertainty",negative
- Triton International Ltd. Issuing Its Fourth Preferred Stock For The Past Year.,neutral
Neptune amends and restates processing agreement with Canopy,neutral
2 Stocks That Are Soaring on Surging Demand for These Companies' Products,neutral
Fed Report : Small-Business Sector Highly Vulnerable to Coronavirus Crisis--Update #FedReport #economy…,negative
- Tesla jumps to four-week high,positive
How to Make a Killing During the Biggest Housing Boom in History,neutral
Two Firms Are Clashing About the Fate of U.S. Small-Cap Stocks,neutral
Nasdaq Composite down 0.1%; S&P 500 virtually flat,neutral
MorphoSys up 7% on advancement of tafasitamab in DLBCL,positive
"AEP seeking wind, solar energy in PJM",neutral
Schick Parent Company Edgewell Drops Bid for Harry's Razors,neutral
Kenya Cuts Rates After Scrapping Loan-Price Cap to Boost Growth,neutral
"- Islamic Bond ETF Covers Unique ESG Market, For A Price.  #investing #markets #trading",neutral
Hercules Capital starts two-part $120M notes offering,neutral
"3 Mutual Fund Misfires To Avoid In Your Retirement Portfolio - November 25, 2019",neutral
- Natural gas inventory draw in-line with estimates,neutral
Stock Market Update: S&P 500 Playing For Second Place On Monday,neutral
Mega-Landlord Deal in Germany Faces Mounting Investor Resistance,neutral
VC Firms’ Next Step After Hiring a Woman: Hiring a Second Woman,neutral
Fletcher Building : Notice of on-market share buyback #FletcherBuilding #Stock #MarketScreener…,neutral
Kohl's Q3 adj. EPS 74 cents; FactSet consensus 86 cents,negative
VGI Partners Global Investments : Change of Director's Interest Notice-Robert Luciano #VGI #Stock #MarketScreener…,neutral
What You Must Know About Hingham Institution for Savings's (NASDAQ:HIFS) Beta Value,neutral
All but one of Africa's 54 nations have signed up for what would be the world's largest free-trade zone,neutral
"The U.S. should declare a 3-month break for nonessential businesses, says St. Louis Fed president",neutral
David Rolfe Adds 2 Tech Stocks to Portfolio in 3rd Quarter,neutral
Target Hospitality downgraded to perform from outperform at Oppenheimer,negative
- U.S. rig count trimmed by 2 in Baker Hughes survey,positive
Omni-Lite Industries reports Q3 results,neutral
JP Morgan has a bargain stock pick to play the holiday shopping season and a completed trade deal,neutral
Kylie deal seen as a positive for Coty,neutral
"BJP Issues Whip To Its MPs Asking Them To Be Present In Lok Sabha, Rajya Sabha On Tuesday",neutral
": European Markets Update: DAX +0.5%, FTSE +0.9%, CAC +0.4%",positive
- RealNetworks CEO Rob Glaser to invest into the Company; shares +12%,positive
Did The Fed's QEternity Just Kill A Fiscal Stimulus Deal?,neutral
Intel announces leadership update amid the next Fed meeting,neutral
CNOOC appoints CEO,neutral
E-Porsche auf Eispiste: Das Rennsport-Comeback des Porsche-Erben,neutral
Baxter International : Gets NYSE Notice Regarding 10-Q Filing #BaxterInternational #Stock #MarketScreener…,neutral
- Digging Into Calumet's Ever Improving Operations And Balance Sheet. Sign up for updates on Seeking Alpha!…,neutral
Applied Genetic Tech down 7% premarket after pricing equity offering,negative
Buyback Backlash Begins: Fed Will Limit Buybacks & Dividends For Companies Using Its Credit Facility,neutral
Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,negative
"This winning stock-market bet was soured by the coronavirus crisis, and now it's setting up for a rebound",positive
- Daseke names Chris Easter as permanent CEO,neutral
"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal…",negative
Disney raises full-year guidance after improving labor conditions,positive
"- Rapid7 reports beats, mixed outlook",neutral
"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough",positive
"""There is every reason to believe that the economic rebound, when it comes, can be robust,"" Fed Chair Jerome Powell…",positive
Ten U.S. refineries emitted excessive cancer-causing benzene in 2019 -report,neutral
ResApp Health : 2019 Letter to Shareholders #ResAppHealth #Stock #MarketScreener,neutral
"Asia shares bounce, hope for best on U.S.-China trade",positive
"Saracen Mineral : Super pit acquisition now unconditional, hedging update #SaracenMineral #Stock #MarketScreener…",neutral
FalconStor Software reports Q3 results,neutral
"NEW: A federal appeals court in Washington upheld regulations by the FDA saying ""e-cigarettes are indisputably high…",neutral
"Stock Market Update: Goldman Sachs, Financials Lead Markets Modestly Higher",positive
Amazon Employees Surge Toward 1 Million,positive
OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi…,neutral
New markets for the C-390 Millennium,neutral
World's Top Steelmaker Sounds the Alarm as Virus Spreads Through China,neutral
China central bank warns high financial risks amid rising economic headwinds - Reuters,negative
Fed's Bullard: China to 'slow noticeably' in first quarter due to virus,negative
- Invitae launches enhanced telemedicine; shares up 6% premarket,positive
Superior Plus Announces February 2020 Cash Dividend and Upcoming Events,neutral
TJX Q3 sales $10.45 bln vs. $9.83 bln a year ago; FactSet consensus $10.32 bln,positive
"World trade to remain below trend as tensions continue, WTO says",negative
Hindu nationalists see Ayodhya victory as just the start,neutral
Dow futures pare gains as Home Depot's stock sinks 5% after third-quarter earnings,negative
Macy's discloses data hack,negative
"Becton, Dickinson EPS beats by $0.01, beats on revenue",positive
Ruling on Ryanair bid to delay COO's easyJet move set for next week,neutral
UDR upgraded to overweight from sector weight at KeyBanc Capital,positive
Apple delaying the theatrical release of “The Banker” after one of the movie’s producers was accused of assault by…,neutral
6 Easy Credit-Building Tips for First-Time Homebuyers,neutral
"STOCKS AT THE OPEN:
- Dow up 3.90% 
- Nasdaq up 2.68% 
- S&P up 2.76%",positive
Barings Participation Investors declares $0.27 dividend,neutral
WeWork sues SoftBank over withdrawal of $3 billion tender offer,negative
"Hedge Funds Are Betting On Argan, Inc. (NYSEAMEX:AGX)",positive
Fed’s Jerome Powell steered divided committee toward policy shift in effort to bolster economy,neutral
- CONSOL Energy Q4 2019 Earnings Preview,neutral
TransDigm trades lower post mixed Q4 results; guides FY20 below consensus,negative
Here's What Analysts Are Forecasting For ConocoPhillips Company After Its Yearly Results,neutral
Inflation accelerates amid credit market strain,negative
China’s Banks Are Going to Suffer. But Not Equally,negative
Fortinet +2% after investor day guidance,positive
CoolSys Opens New Southern California Training Center for Its Technicians,neutral
JPMorgan raises full-year guidance after a rebound in business investment,positive
"Highlight: “The White House is hosting a listening session right now about the vaping issue,”  says.…",neutral
WeWork’s Path to Survival Is Narrow and Perilous,negative
Nuveen Maryland Premium Income Municipal Fund declares $0.044 dividend,neutral
Small U.S. businesses were already struggling. Then coronavirus hit,negative
"Greenhouse gases hit another record high in 2018, UN agency says",neutral
"Becton Dickinson's stock tumbles, as lowered earnings guidance offsets profit beat",negative
- IES Holdings +8% post Q4 results,positive
(+3.1% pre) Flowserve (FLS) Withdraws 2020 Full Year Guidance - SI,positive
